Date,Average Retail Price: Rice: Traditional Market,Average Retail Price: Rice: Low Quality I: Traditional Market,Average Retail Price: Rice: Low Quality II: Traditional Market,Average Retail Price: Rice: Medium Quality I: Traditional Market,Average Retail Price: Rice: Medium Quality II: Traditional Market,Average Retail Price: Rice: Super Quality I: Traditional Market,Average Retail Price: Rice: Super Quality II: Traditional Market,Average Retail Price: Chicken Meat: Traditional Market,Average Retail Price: Chicken Meat: Purebred Chicken: Traditional Market,Average Retail Price: Beef: Traditional Market,Average Retail Price: Beef: Quality 1: Traditional Market,Average Retail Price: Beef: Quality 2: Traditional Market,Average Retail Price: Egg: Traditional Market,Average Retail Price: Egg: Purebred Chicken Egg: Traditional Market,Average Retail Price: Onion: Traditional Market,Average Retail Price: Onion: Medium Size: Traditional Market,Average Retail Price: Garlic: Traditional Market,Average Retail Price: Garlic: Medium Size: Traditional Market,Average Retail Price: Red Chili Pepper: Traditional Market,Average Retail Price: Red Chili Pepper: Big: Traditional Market,Average Retail Price: Red Chili Pepper: Curly: Traditional Market,Average Retail Price: Cayenne Pepper: Traditional Market,Average Retail Price: Cayenne Pepper: Green: Traditional Market,Average Retail Price: Cayenne Pepper: Red: Traditional Market,Average Retail Price: Cooking Oil: Traditional Market,Average Retail Price: Cooking Oil: Bulky: Traditional Market,Average Retail Price: Cooking Oil: Brand I: Traditional Market,Average Retail Price: Cooking Oil: Brand II: Traditional Market,Average Retail Price: Sugar: Traditional Market,Average Retail Price: Sugar: Premium Quality: Traditional Market,Average Retail Price: Sugar: Local: Traditional Market,Average Retail Price: Rice: Modern Market,Average Retail Price: Rice: Low Quality I: Modern Market,Average Retail Price: Rice: Low Quality II: Modern Market,Average Retail Price: Rice: Medium Quality I: Modern Market,Average Retail Price: Rice: Medium Quality II: Modern Market,Average Retail Price: Rice: Super Quality I: Modern Market,Average Retail Price: Rice: Super Quality II: Modern Market,Average Retail Price: Chicken Meat: Modern Market,Average Retail Price: Chicken Meat: Purebred Chicken: Modern Market,Average Retail Price: Beef: Modern Market,Average Retail Price: Beef: Quality 1: Modern Market,Average Retail Price: Beef: Quality 2: Modern Market,Average Retail Price: Egg: Modern Market,Retail Price: Egg: Purebred Chicken Egg: Modern Market,Retail Price: Onion: Modern Market,Average Retail Price: Onion: Medium Size: Modern Market,Average Retail Price: Garlic: Modern Market,Average Retail Price: Garlic: Medium Size: Modern Market,Average Retail Price: Red Chili Pepper: Modern Market,Average Retail Price: Red Chili Pepper: Big: Modern Market,Average Retail Price: Red Chili Pepper: Curly: Modern Market,Average Retail Price: Cayenne Pepper: Modern Market,Average Retail Price: Cayenne Pepper: Green: Modern Market,Average Retail Price: Cayenne Pepper: Red: Modern Market,Average Retail Price: Cooking Oil: Modern Market,Average Retail Price: Cooking Oil: Brand I: Modern Market,Average Retail Price: Cooking Oil: Brand II: Modern Market,Average Retail Price: Sugar: Modern Market,Average Retail Price: Sugar: Premium Quality: Modern Market,Average Retail Price: Sugar: Local: Modern Market
10/23/2018,11700,10650,10300,11750,11550,13000,12650,34150,34150,115300,119000,109950,23200,23200,23050,23050,25200,25200,35000,33950,34900,37250,36050,37400,13450,11450,14600,14050,13450,15200,12050,14150,12450,12550,13800,13400,15850,14800,38550,38550,147200,148350,151650,27700,27700,36950,36950,31250,31250,53500,57750,51650,60800,58950,64500,16000,16450,15600,13450,14550,12050
10/24/2018,11750,10700,10350,11800,11600,13000,12650,34000,34000,115650,119300,110500,23200,23200,23150,23150,25250,25250,34850,33850,34850,36750,35650,36800,13450,11450,14600,14050,13400,15200,12000,14150,12450,12550,13800,13400,15850,14800,40200,40200,142400,143450,151650,28000,28000,36100,36100,32000,32000,54750,57750,53050,60900,59000,64250,16000,16400,15600,13400,14400,12100
10/25/2018,11750,10700,10300,11800,11600,13000,12650,34100,34100,115650,119300,110500,23150,23150,23300,23300,25400,25400,34900,34000,34850,36450,35500,36450,13450,11400,14600,14050,13400,15200,12050,14150,12450,12550,13800,13400,15850,14800,40200,40200,142400,143450,151650,28000,28000,36100,36100,32000,32000,54800,57800,53050,60900,59000,64250,16000,16400,15600,13400,14400,12100
10/26/2018,11750,10700,10300,11800,11600,13000,12650,34150,34150,115650,119300,110500,23100,23100,23350,23350,25300,25300,34550,33550,34500,36600,35750,36550,13400,11400,14600,14050,13400,15200,12050,14150,12450,12550,13800,13400,15850,14800,40200,40200,142400,143450,151650,28000,28000,36100,36100,32000,32000,54800,57800,53050,60900,59000,64250,16000,16400,15600,13400,14400,12100
10/29/2018,11750,10700,10300,11800,11600,13000,12650,33750,33750,115650,119300,110500,23100,23100,23400,23400,25400,25400,34600,33600,34650,36700,35850,36550,13400,11400,14600,14000,13400,15200,12000,14100,12400,12550,13800,13400,15800,14800,40300,40300,142150,143300,151100,28000,28000,36300,36300,32000,32000,55000,58250,53200,61050,59050,64650,15950,16300,15600,13400,14350,12150
10/30/2018,11750,10700,10300,11800,11600,13000,12650,33750,33750,115600,119300,110400,23100,23100,23500,23500,25450,25450,34300,33400,34350,36550,35950,36200,13400,11400,14600,14000,13400,15200,12050,14150,12450,12550,13850,13400,15900,14800,40100,40100,142050,143150,151100,28000,28000,35850,35850,32050,32050,54800,57800,53100,60850,59050,64100,15900,16300,15550,13400,14350,12100
10/31/2018,11750,10700,10300,11800,11600,13000,12650,33850,33850,115700,119350,110600,23100,23100,23600,23600,25500,25500,34250,33300,34350,36400,35750,36150,13400,11400,14600,14000,13400,15150,12000,14150,12500,12550,13850,13350,15850,14700,40000,40000,142000,143200,150850,27900,27900,34900,34900,32400,32400,53600,55550,51800,62650,61550,66550,15900,16200,15600,13400,14350,12100
11/1/2018,11750,10700,10300,11800,11600,13000,12650,33700,33700,115750,119450,110700,23100,23100,23600,23600,25400,25400,33850,32950,33950,36300,35900,36000,13400,11400,14600,14000,13400,15150,12000,14150,12500,12550,13850,13350,16050,14700,40000,40000,142000,143200,150850,27900,27900,34900,34900,32400,32400,53600,55550,51800,62650,61550,66550,15900,16200,15600,13400,14350,12100
11/2/2018,11800,10700,10350,11800,11650,13050,12700,33800,33800,116050,119700,110900,23200,23200,23750,23750,25550,25550,33600,33000,33600,36350,35300,36300,13400,11400,14600,14000,13400,15200,12000,14150,12500,12550,13850,13350,16050,14700,40000,40000,142000,143200,150850,27900,27900,34900,34900,32400,32400,53600,55550,51800,62650,61550,66550,15900,16200,15600,13400,14350,12100
11/5/2018,11750,10700,10300,11800,11600,13000,12650,33600,33600,115700,119250,110750,23200,23200,23700,23700,25350,25350,33250,32650,33200,36600,35700,37450,13400,11400,14550,14000,13350,15150,12000,14200,12500,12550,13850,13350,16100,14750,40000,40000,142150,143550,150650,27850,27850,34900,34900,32400,32400,53550,55350,51900,62950,61700,67200,15900,16300,15550,13400,14350,12100
11/6/2018,11700,10600,10250,11750,11550,13000,12650,33500,33500,115550,119150,110450,23150,23150,23800,23800,25350,25350,33100,32600,33000,36650,35900,37650,13350,11350,14550,14000,13350,15100,12000,14150,12500,12550,13850,13300,16050,14750,40050,40050,142000,143400,150500,27850,27850,35050,35050,32400,32400,53750,55400,52350,63550,62450,68000,15900,16300,15600,13400,14350,12100
11/7/2018,11750,10700,10300,11800,11650,13000,12650,33550,33550,115750,119300,110750,23200,23200,23900,23900,25300,25300,32950,32600,32850,36800,35550,38100,13400,11400,14550,14000,13350,15150,12000,14150,12550,12450,13800,13250,15800,14650,40650,40650,142000,143550,150250,27750,27750,36050,36050,33050,33050,53600,56150,51700,64400,63500,67700,15950,16350,15600,13350,14400,11950
11/8/2018,11750,10700,10300,11800,11650,13000,12650,33500,33500,115750,119350,110700,23200,23200,24000,24000,25250,25250,32800,32700,32600,36700,35350,38200,13400,11400,14550,14000,13350,15150,12000,14150,12550,12450,13900,13250,15800,14650,40650,40650,142000,143550,150250,27750,27750,36050,36050,33050,33050,53600,56100,51700,64400,63500,67650,15950,16350,15600,13350,14400,11950
11/9/2018,11750,10700,10300,11800,11650,13000,12650,33400,33400,115700,119300,110700,23200,23200,24050,24050,25250,25250,32600,33050,32000,36500,35200,37950,13400,11350,14550,14000,13350,15100,12000,14150,12550,12450,13900,13250,15800,14650,40650,40650,142000,143550,150250,27750,27750,36050,36050,33050,33050,53600,56100,51700,64400,63500,67650,15950,16350,15600,13350,14400,11950
11/12/2018,11750,10700,10300,11800,11650,13000,12650,33600,33600,115850,119450,110850,23300,23300,24750,24750,25150,25150,33100,33600,32450,37200,35450,38850,13400,11350,14550,14000,13350,15100,11950,14150,12550,12450,13900,13250,15800,14650,40650,40650,142000,143550,150250,27750,27750,35750,35750,33000,33000,53300,55650,51500,64100,62900,67200,15950,16350,15600,13350,14400,11950
11/13/2018,11700,10650,10350,11750,11550,13000,12650,33400,33400,116000,119650,110800,23150,23150,24950,24950,25000,25000,32050,33400,31250,36900,35700,37900,13300,11250,14500,13900,13250,15000,11900,14150,12550,12450,13900,13300,15800,14650,40650,40650,142250,143750,150700,27700,27700,35800,35800,33000,33000,53450,55550,51900,64200,62850,67450,15950,16300,15600,13350,14400,12000
11/14/2018,11750,10700,10350,11800,11650,13050,12650,33750,33750,115850,119500,110850,23550,23550,25250,25250,25050,25050,32350,33300,31600,37100,36050,38100,13400,11350,14550,14000,13350,15100,12000,14100,12400,12450,13900,13300,15800,14650,41850,41850,142850,144300,150700,27800,27800,35600,35600,32450,32450,54100,56700,52150,64600,62950,68550,15950,16300,15650,13350,14400,12000
11/15/2018,11750,10700,10300,11800,11650,13050,12650,34050,34050,115800,119400,110800,23650,23650,25400,25400,24900,24900,32250,33250,31550,37150,36250,37850,13400,11300,14550,14000,13350,15100,11950,14100,12350,12450,13900,13300,15800,14650,41850,41850,142850,144300,150700,27800,27800,35600,35600,32450,32450,54100,56700,52150,64600,62950,68550,15950,16300,15650,13350,14400,12000
11/16/2018,11800,10750,10400,11900,11700,13150,12750,33950,33950,116000,119550,111000,23750,23750,25800,25800,24850,24850,32700,33800,32100,38000,36950,38900,13400,11350,14550,14000,13350,15100,11950,14100,12350,12450,13900,13300,15800,14650,41850,41850,142850,144300,150700,27800,27800,35600,35600,32450,32450,54100,56700,52150,64600,62950,68550,15950,16300,15650,13350,14400,12000
11/19/2018,11800,10700,10350,11850,11650,13050,12700,34350,34350,116000,119700,110950,24000,24000,25750,25750,24400,24400,33550,35100,32450,37500,35950,38800,13350,11300,14550,13950,13350,15150,11950,14100,12350,12450,13850,13250,15750,14650,41750,41750,142750,144200,150550,27800,27800,35550,35550,32300,32300,54200,56750,52300,64750,63150,68800,15950,16300,15650,13350,14400,12000
11/21/2018,11750,10700,10350,11800,11650,13050,12650,34250,34250,115850,119400,110850,24050,24050,26150,26150,24400,24400,32700,34100,31800,37850,36650,39100,13350,11250,14550,13950,13300,15050,11950,14150,12400,12500,13800,13350,15800,14700,41250,41250,142000,143400,150450,28000,28000,36050,36050,32150,32150,53800,56700,52150,62500,61000,65400,15950,16250,15600,13350,14400,11950
11/22/2018,11750,10700,10350,11800,11650,13050,12650,34350,34350,115850,119450,110900,24050,24050,26150,26150,24450,24450,32650,33900,31750,38300,37050,39750,13350,11250,14550,13950,13300,15100,11950,14150,12400,12500,13800,13350,15800,14700,41250,41250,142000,143400,150450,28000,28000,36050,36050,32150,32150,53800,56700,52150,62500,61000,65400,15950,16250,15600,13350,14400,11950
11/23/2018,11750,10700,10350,11800,11650,13100,12650,34450,34450,115850,119450,110900,24200,24200,26150,26150,24350,24350,32400,33800,31500,37550,35850,39550,13350,11250,14550,13950,13300,15100,11950,14150,12400,12500,13800,13350,15800,14700,41250,41250,142000,143400,150450,28000,28000,36050,36050,32150,32150,53800,56700,52150,62500,61000,65400,15950,16250,15600,13350,14400,11950
11/26/2018,11750,10700,10350,11800,11650,13050,12650,35050,35050,115850,119450,110900,24350,24350,26600,26600,24300,24300,32450,33500,31650,37700,35550,40000,13350,11250,14550,13950,13300,15100,11900,14150,12400,12500,13800,13400,15850,14700,41550,41550,142200,143650,150800,28150,28150,35800,35800,31900,31900,53600,56600,51800,62450,60850,65400,15900,16250,15600,13350,14400,12000
11/27/2018,11750,10700,10350,11800,11650,13050,12650,35350,35350,115850,119500,110850,24400,24400,26600,26600,24300,24300,32200,33400,31550,37400,35650,39250,13300,11200,14550,13950,13300,15050,11900,14150,12400,12500,13800,13350,15800,14700,41350,41350,141800,143350,150000,28100,28100,35900,35900,31900,31900,53750,56500,52100,62750,60850,66150,15900,16300,15550,13350,14400,12000
11/28/2018,11800,10700,10350,11850,11650,13100,12700,35350,35350,115850,119400,110850,24450,24450,26800,26800,24250,24250,32150,33300,31450,37500,35600,39200,13300,11200,14500,13950,13300,15050,11900,14100,12350,12500,13800,13350,15800,14700,40400,40400,141800,143350,150000,28200,28200,36300,36300,31600,31600,53450,56450,51750,63300,61450,66200,15900,16300,15550,13350,14350,11950
11/29/2018,11800,10700,10350,11850,11650,13100,12700,35500,35500,115850,119400,110850,24550,24550,26950,26950,24150,24150,32250,33400,31550,37700,35550,39650,13300,11200,14500,13950,13300,15050,11900,14100,12350,12500,13800,13350,15800,14700,40400,40400,141800,143350,150000,28200,28200,36300,36300,31600,31600,53400,56350,51750,63350,61500,66200,15900,16300,15550,13350,14350,12000
11/30/2018,11800,10750,10350,11850,11650,13100,12700,35550,35550,115750,119300,110750,24600,24600,27200,27200,24200,24200,32600,33700,31900,38100,35750,40200,13300,11150,14550,13950,13300,15050,11900,14100,12350,12500,13800,13350,15800,14700,40400,40400,141800,143350,150000,28200,28200,36300,36300,31600,31600,53400,56350,51750,63350,61500,66200,15900,16300,15550,13350,14350,12000
12/3/2018,11800,10700,10350,11850,11650,13100,12700,35650,35650,115750,119450,110700,24950,24950,28050,28050,24100,24100,32650,33700,32000,38800,36150,41550,13300,11150,14500,13950,13300,15050,11900,14150,12350,12500,13800,13400,15850,14700,40550,40550,142050,143600,150350,28250,28250,36550,36550,31700,31700,53350,56450,51450,63350,61950,66000,15900,16300,15550,13350,14350,12000
12/4/2018,11800,10750,10400,11900,11700,13050,12650,35700,35700,115850,119500,110850,25200,25200,28150,28150,24050,24050,32350,33500,31800,38850,36400,41400,13300,11150,14500,13950,13250,14950,11900,14150,12400,12500,13800,13350,15800,14700,40900,40900,148400,148050,154850,28600,28600,36600,36600,31600,31600,53300,56250,51550,63400,61650,66400,15900,16300,15550,13350,14350,12000
12/5/2018,11800,10700,10350,11850,11650,13100,12700,35850,35850,115850,119450,110900,25350,25350,28300,28300,24150,24150,32500,33750,31850,38900,36150,41550,13250,11150,14500,13950,13250,15000,11900,14100,12350,12500,13800,13300,15800,14650,40700,40700,148550,148200,155100,28900,28900,36800,36800,31550,31550,53150,55600,51700,64250,62750,66900,16000,16300,15700,13350,14350,12000
12/6/2018,11800,10700,10350,11850,11650,13100,12700,35850,35850,115850,119450,110900,25450,25450,28600,28600,24200,24200,32550,33900,31800,39800,36350,43250,13250,11150,14500,13900,13250,15000,11900,14100,12350,12500,13800,13300,15800,14650,40700,40700,148550,148200,155100,28900,28900,36800,36800,31550,31550,53150,55600,51700,64250,62750,66900,16000,16300,15700,13350,14350,12000
12/7/2018,11800,10750,10350,11850,11650,13100,12700,35750,35750,115850,119450,110900,25550,25550,28800,28800,24150,24150,33000,34550,32050,39250,36750,42000,13250,11150,14500,13900,13250,15000,11850,14100,12350,12500,13800,13300,15800,14650,40700,40700,148550,148200,155100,28900,28900,36800,36800,31550,31550,53150,55600,51700,64250,62750,66900,16000,16300,15700,13350,14350,12000
12/10/2018,11800,10750,10350,11850,11650,13150,12700,35850,35850,115800,119400,110700,25700,25700,29400,29400,24150,24150,33250,34550,32700,38600,36000,41250,13250,11100,14500,13900,13250,15050,11850,14100,12350,12500,13800,13400,15800,14650,40900,40900,148650,148450,155000,28900,28900,36550,36550,31550,31550,53400,56100,51750,64500,62950,67500,16000,16300,15700,13350,14350,12000
12/11/2018,11800,10750,10350,11850,11650,13100,12700,36000,36000,115700,119350,110600,25750,25750,29550,29550,24050,24050,33500,34950,32850,38800,36250,41400,13250,11100,14500,13900,13250,15000,11850,14150,12400,12500,13800,13300,15850,14650,40700,40700,148100,147850,154700,29000,29000,36600,36600,31500,31500,53100,55800,51400,64450,63000,67300,15950,16250,15650,13350,14350,12000
12/12/2018,11800,10750,10350,11850,11650,13150,12700,36100,36100,115900,119450,110850,26000,26000,29850,29850,24000,24000,33300,34500,32700,38450,35800,41250,13250,11100,14500,13900,13250,15000,11850,14150,12400,12500,13800,13350,15850,14650,41800,41800,148150,147850,154800,29300,29300,36350,36350,31750,31750,52850,55800,50950,64550,62800,67900,15900,16200,15600,13350,14350,11950
12/13/2018,11800,10750,10350,11850,11700,13150,12700,36100,36100,115800,119400,110750,26050,26050,29900,29900,23950,23950,33250,34500,32600,38400,35800,41250,13250,11100,14500,13900,13250,15000,11850,14150,12400,12500,13800,13350,15850,14650,41800,41800,148150,147850,154800,29300,29300,36350,36350,31750,31750,52850,55800,50950,64550,62800,67900,15900,16200,15600,13350,14350,11950
12/14/2018,11800,10750,10350,11850,11700,13150,12700,36150,36150,115800,119400,110750,26150,26150,30050,30050,23900,23900,33450,34750,32700,38550,35950,41250,13250,11100,14500,13900,13250,15000,11900,14150,12400,12500,13800,13350,15850,14650,41800,41800,148150,147850,154800,29300,29300,36350,36350,31750,31750,52850,55800,50950,64550,62800,67900,15900,16200,15600,13350,14350,11950
12/17/2018,11800,10750,10350,11850,11700,13150,12700,36650,36650,115600,119200,110550,26250,26250,30350,30350,23950,23950,33550,35200,32500,38350,36250,41250,13250,11100,14500,13900,13200,15000,11800,14150,12400,12500,13850,13400,15850,14650,41950,41950,148400,148100,155100,29400,29400,36500,36500,31850,31850,53000,56150,50900,64450,62950,67550,15900,16200,15600,13350,14400,11950
12/18/2018,11800,10750,10350,11850,11700,13150,12750,37000,37000,115650,119200,110650,26300,26300,30500,30500,24000,24000,33600,35400,32400,38400,36200,41400,13250,11100,14500,13900,13150,15000,11700,14100,12350,12500,13800,13350,15800,14650,41800,41800,148200,147950,154800,29300,29300,36300,36300,31750,31750,52850,55800,50950,64650,63050,68100,15900,16200,15650,13350,14400,12000
12/19/2018,11800,10750,10350,11900,11700,13150,12750,37300,37300,115800,119350,110800,26350,26350,30600,30600,24100,24100,33950,35950,32450,38800,36350,42150,13250,11100,14500,13900,13250,15000,11800,14100,12400,12500,13800,13350,15800,14650,41700,41700,147900,147500,154500,29600,29600,36050,36050,32100,32100,52950,55900,50900,64950,63400,68350,15900,16200,15550,13350,14400,11950
12/20/2018,11800,10750,10350,11900,11700,13150,12750,37600,37600,115850,119400,110800,26400,26400,30700,30700,24050,24050,33900,36000,32300,38950,36250,42400,13250,11100,14500,13900,13250,15000,11800,14100,12400,12500,13800,13350,15800,14650,41700,41700,147900,147500,154500,29600,29600,36050,36050,32100,32100,52950,55900,50900,64950,63400,68350,15900,16200,15550,13350,14400,11950
12/21/2018,11850,10750,10350,11900,11700,13150,12750,37850,37850,115900,119600,110700,26400,26400,30800,30800,24050,24050,33900,36050,32250,39350,36100,43400,13250,11100,14500,13900,13250,15000,11800,14100,12400,12500,13800,13350,15800,14650,41700,41700,147900,147500,154500,29600,29600,36050,36050,32100,32100,53000,56050,50900,65000,63500,68350,15900,16200,15550,13350,14400,11950
12/24/2018,11600,10450,9950,11850,11400,13050,12450,37700,37700,116150,120650,112900,27100,27100,31600,31600,23200,23200,35750,41600,32050,39050,34750,43700,13500,11200,14850,14250,13150,15000,11400,14150,12400,12500,13800,13400,15850,14650,41900,41900,148150,147750,154850,29600,29600,36150,36150,32150,32150,53100,56400,50900,65100,63550,68700,15850,16200,15550,13350,14400,11950
12/26/2018,11900,10800,10400,11950,11700,13200,12800,39100,39100,116550,120150,111600,27500,27500,31200,31200,24550,24550,34250,36150,33350,41650,36350,47550,13250,11100,14550,13850,13300,15100,11800,14150,12400,12500,13800,13350,15850,14650,42500,42500,148800,148100,156250,29700,29700,37050,37050,31900,31900,53500,57150,51100,65350,63500,69450,15900,16150,15650,13450,14400,12050
12/27/2018,11850,10750,10350,11850,11700,13150,12700,39250,39250,116250,119900,111300,27050,27050,31300,31300,24150,24150,34450,36050,33400,41800,36850,47750,13250,11100,14500,13850,13250,15000,11800,14150,12400,12500,13800,13350,15850,14650,42500,42500,148800,148100,156250,29700,29700,37050,37050,31900,31900,53500,57150,51100,65350,63500,69450,15900,16150,15650,13450,14400,12050
12/28/2018,11850,10750,10350,11900,11700,13150,12750,39600,39600,116100,119650,111100,26800,26800,31450,31450,24200,24200,34600,36200,33550,41700,36800,47550,13250,11100,14500,13850,13250,15000,11800,14150,12400,12500,13800,13350,15850,14650,42500,42500,148800,148100,156250,29700,29700,37050,37050,31900,31900,53500,57150,51100,65350,63500,69450,15900,16150,15650,13450,14400,12050
12/31/2018,11850,10750,10300,11850,11700,13150,12750,40050,40050,115800,119400,110550,26900,26900,32250,32250,24150,24150,34400,35950,33350,41700,36900,48400,13250,11100,14500,13900,13200,14900,11800,14100,12400,12500,13750,13350,15800,14650,42800,42800,148550,147750,155950,29950,29950,37500,37500,31850,31850,54200,58050,51700,65550,62350,70500,15850,16150,15550,13450,14400,12000
1/2/2019,11850,10800,10400,11900,11750,13150,12750,39650,39650,115900,119400,111200,26850,26850,32500,32500,24050,24050,34350,35950,33300,41900,36650,48700,13200,11100,14500,13850,13200,14950,11800,14500,12550,12800,14400,14050,16600,15650,43150,43150,145650,152300,142300,29050,29050,37050,37050,31350,31350,54800,59100,51450,64300,60800,68000,15700,15750,15600,12950,13600,12050
1/3/2019,11850,10800,10400,11900,11750,13150,12750,39350,39350,115900,119400,111150,26800,26800,32750,32750,23950,23950,33850,35500,32700,42550,36750,49750,13200,11100,14500,13850,13200,14950,11800,14500,12550,12800,14400,14050,16600,15650,43150,43150,145650,152300,142300,29050,29050,37100,37100,31300,31300,54850,59100,51450,64300,60800,68000,15650,15750,15550,12950,13600,12050
1/4/2019,11850,10800,10400,11900,11750,13150,12750,39200,39200,115900,119400,111150,26750,26750,32850,32850,24000,24000,33600,35100,32500,41900,36150,48850,13200,11100,14500,13800,13200,14950,11800,14500,12550,12800,14400,14050,16600,15650,43200,43200,145600,152200,142250,29050,29050,37150,37150,31200,31200,54800,58950,51500,64450,60750,68500,15650,15750,15550,12950,13600,12050
1/7/2019,11850,10800,10450,11950,11750,13150,12750,38550,38550,115600,119100,110800,26500,26500,33350,33350,24050,24050,32950,34650,31700,40300,35650,45950,13200,11100,14500,13800,13200,14950,11800,14450,12550,12800,14400,14050,16600,15600,43350,43350,145850,152000,143100,29100,29100,37750,37750,31050,31050,54450,57900,51750,64200,59550,69750,15700,15750,15650,12950,13550,12050
1/8/2019,11900,10850,10450,11950,11750,13150,12750,38100,38100,115550,119050,110700,26350,26350,33700,33700,24050,24050,32700,34550,31650,39650,35150,44900,13200,11100,14500,13800,13200,14900,11750,14450,12550,12800,14400,14050,16550,15600,43350,43350,145700,151750,143050,29050,29050,37700,37700,31050,31050,54400,57950,51600,63950,59550,69300,15700,15750,15650,12950,13550,12050
